--- LOG START  --- 
1973;2017-03-08_09-44-46.755;;40.752909;-73.992874;0.0;19.8;-0.297;0.383;10.011;
2099;2017-03-08_09-44-49.259;;40.752909;-73.992874;0.0;19.8;-0.297;0.383;10.011;
2228;2017-03-08_09-44-51.786;;40.752903;-73.992917;7.0;12.0;-0.053;-0.85;9.949;
2354;2017-03-08_09-44-54.289;;40.752903;-73.992917;7.0;12.0;-0.053;-0.85;9.949;
2481;2017-03-08_09-44-56.792;;40.752903;-73.992917;7.0;13.0;-1.336;2.373;10.368;
2608;2017-03-08_09-44-59.328;;40.752903;-73.992917;7.0;14.0;-0.678;-0.369;9.585;
2737;2017-03-08_09-45-01.878;;40.752903;-73.992917;7.0;14.0;-0.678;-0.369;9.585;
2866;2017-03-08_09-45-04.431;;40.752903;-73.992917;7.0;19.0;0.268;1.466;10.358;
2995;2017-03-08_09-45-06.982;;40.752903;-73.992917;7.0;23.0;5.006;2.431;3.861;
3124;2017-03-08_09-45-09.534;;40.752903;-73.992917;7.0;23.0;5.006;2.431;3.861;
3253;2017-03-08_09-45-12.046;;40.752903;-73.992917;8.0;17.0;0.242;0;9.896;
3380;2017-03-08_09-45-14.565;;40.752903;-73.992917;8.0;17.0;0.242;0;9.896;
3507;2017-03-08_09-45-17.075;;40.752903;-73.992917;8.0;16.0;0.22;0.081;9.87;
3632;2017-03-08_09-45-19.587;;40.752903;-73.992917;8.0;14.0;0.228;0.074;9.86;
3759;2017-03-08_09-45-22.087;;40.752903;-73.992917;8.0;14.0;0.228;0.074;9.86;
3884;2017-03-08_09-45-24.588;;40.752902;-73.992917;8.0;14.0;0.242;0.086;9.86;
4013;2017-03-08_09-45-27.120;;40.752902;-73.992917;8.0;14.0;0.242;0.086;9.86;
4140;2017-03-08_09-45-29.620;;40.752902;-73.992917;8.0;15.0;0.247;0.079;9.86;
4268;2017-03-08_09-45-32.167;;40.752902;-73.992918;8.0;20.0;0.232;0.079;9.846;
4370;2017-03-08_09-45-35.080;;40.752902;-73.992918;8.0;20.0;0.232;0.079;9.846;
4523;2017-03-08_09-45-38.047;;40.752902;-73.992918;8.0;20.0;0.232;0.079;9.846;
4694;2017-03-08_09-45-41.089;;40.752902;-73.992918;8.0;23.0;0.211;0.081;9.844;
4823;2017-03-08_09-45-44.070;;40.752902;-73.992918;8.0;23.0;0.211;0.081;9.844;
4976;2017-03-08_09-45-47.044;;40.752902;-73.992918;8.0;14.0;0.24;0.081;9.863;
5147;2017-03-08_09-45-49.566;;40.752902;-73.992918;8.0;14.0;0.24;0.081;9.863;
5252;2017-03-08_09-45-52.081;;40.752903;-73.992917;8.0;21.0;0.194;0.081;9.853;
5381;2017-03-08_09-45-55.055;;40.752903;-73.992917;8.0;21.0;0.194;0.081;9.853;
5531;2017-03-08_09-45-58.078;;40.752903;-73.992917;8.0;20.0;0.184;0.077;9.853;
5684;2017-03-08_09-46-01.066;;40.752903;-73.992917;8.0;20.0;0.184;0.077;9.853;
5834;2017-03-08_09-46-04.107;;40.752903;-73.992917;8.0;20.0;0.184;0.077;9.853;
5987;2017-03-08_09-46-07.074;;40.752903;-73.992917;8.0;27.0;0.242;0.038;9.863;
6161;2017-03-08_09-46-09.627;;40.752903;-73.992917;8.0;27.0;0.242;0.038;9.863;
6265;2017-03-08_09-46-12.129;;40.752903;-73.992917;8.0;26.0;0.194;0.074;9.863;
6392;2017-03-08_09-46-15.117;;40.752903;-73.992917;8.0;26.0;0.194;0.074;9.863;
6542;2017-03-08_09-46-18.039;;40.752903;-73.992917;8.0;20.0;0.283;0.031;9.841;
6695;2017-03-08_09-46-21.068;;40.752903;-73.992917;8.0;20.0;0.283;0.031;9.841;
6848;2017-03-08_09-46-24.091;;40.752903;-73.992917;8.0;20.0;0.283;0.031;9.841;
6998;2017-03-08_09-46-27.054;;40.752903;-73.992917;8.0;13.0;0.206;0.069;9.858;
7169;2017-03-08_09-46-29.576;;40.752903;-73.992917;8.0;13.0;0.206;0.069;9.858;
7274;2017-03-08_09-46-32.148;;40.752903;-73.992918;8.0;14.0;0.208;0.072;9.846;
7403;2017-03-08_09-46-35.076;;40.752903;-73.992918;8.0;14.0;0.208;0.072;9.846;
7553;2017-03-08_09-46-38.064;;40.752903;-73.992919;8.0;26.0;0.204;0.072;9.853;
7706;2017-03-08_09-46-41.087;;40.752903;-73.992919;8.0;26.0;0.204;0.072;9.853;
7856;2017-03-08_09-46-44.099;;40.752903;-73.992919;8.0;26.0;0.204;0.072;9.853;
8009;2017-03-08_09-46-47.042;;40.752902;-73.992919;8.0;24.0;0.216;0.072;9.848;
8180;2017-03-08_09-46-49.579;;40.752902;-73.992919;8.0;24.0;0.216;0.072;9.848;
8306;2017-03-08_09-46-52.082;;40.752902;-73.992920;8.0;18.0;0.213;0.062;9.858;
8432;2017-03-08_09-46-55.004;;40.752902;-73.992921;9.0;18.0;0.263;-0.007;9.851;
8564;2017-03-08_09-46-58.035;;40.752902;-73.992921;9.0;18.0;0.263;-0.007;9.851;
8717;2017-03-08_09-47-01.061;;40.752902;-73.992921;9.0;26.0;0.208;0.057;9.836;
8867;2017-03-08_09-47-04.041;;40.752902;-73.992921;9.0;26.0;0.208;0.057;9.836;
9017;2017-03-08_09-47-07.071;;40.752902;-73.992921;9.0;26.0;0.208;0.057;9.836;
9191;2017-03-08_09-47-09.593;;40.752902;-73.992920;9.0;29.0;0.206;0.069;9.848;
9320;2017-03-08_09-47-13.063;;40.752902;-73.992920;9.0;47.0;0.194;0.053;9.836;
9461;2017-03-08_09-47-16.126;;40.752902;-73.992920;9.0;47.0;0.194;0.053;9.836;
9626;2017-03-08_09-47-19.062;;40.752902;-73.992920;9.0;47.0;0.194;0.053;9.836;
9778;2017-03-08_09-47-21.171;;40.752902;-73.992920;9.0;31.0;0.204;0.069;9.834;
