time,X_value,Y_value,Z_value
289.256,-2.63404,-18.88589,103.41324
289.336,-1.12897,-17.75998,102.23634
289.409,-1.40866,-16.62016,101.88164
289.494,-2.31919,-16.92538,101.90051
289.573,-2.92688,-19.30830,102.40217
289.655,-3.95253,-21.13792,104.44478
289.732,-4.85057,-21.17847,106.72874
289.813,-5.31502,-23.73975,108.76632
289.891,-4.96675,-24.98330,110.97301
289.975,-2.60108,-24.73587,112.85416
290.046,-1.46023,-23.52810,112.62879
290.128,-0.99908,-23.90560,111.31194
290.203,-1.47840,-22.79867,110.18424
290.286,-1.94910,-22.22875,108.12621
290.363,-2.65089,-20.91006,107.37153
290.451,-3.39359,-18.47035,107.45874
290.522,-2.43395,-11.81596,107.50462
290.605,-1.27105,-7.35006,105.65385
290.683,-1.49754,-9.34561,105.65762
290.761,-0.42820,-8.03786,108.30116
290.844,0.14771,-7.70360,109.53897
290.928,1.97677,-6.85641,111.72179
291.000,2.54375,-4.16285,112.80157
291.083,1.66392,-1.73462,112.21523
291.159,0.02232,-4.48637,110.99329
291.243,-0.19603,-9.54318,108.27608
291.316,-2.96402,-8.26330,107.98479
291.401,-2.67951,-10.00831,106.04902
291.477,-2.97279,-11.00694,105.03953
291.568,-4.25826,-11.50464,105.09341
291.635,-5.23889,-11.66827,104.42643
291.742,-5.58875,-13.50604,104.87420
291.791,-5.50193,-15.59407,106.67345
291.879,-5.30037,-15.45754,109.33479
291.957,-4.60710,-16.87260,110.76165
292.043,-3.34510,-18.14020,112.76978
292.109,-1.95296,-17.94779,114.05492
292.203,0.14271,-18.61953,112.11890
292.269,-0.04637,-21.20805,110.86296
292.353,-1.22752,-19.53153,110.57574
292.429,-1.81605,-18.46531,108.74950
292.509,-1.65838,-18.87052,108.52313
292.586,-1.42670,-18.94015,108.67047
292.670,-2.19305,-18.45821,108.39755
292.745,-2.39830,-17.70636,108.20702
292.827,-3.24573,-18.38807,108.22690
292.903,-1.88862,-17.76664,109.76714
292.998,-1.34143,-17.60264,111.06718
293.064,-0.04217,-17.81223,112.53732
293.148,0.87587,-17.62546,113.90844
293.224,1.96542,-16.37569,113.40837
