time,X_value,Y_value,Z_value
1622.537,8.42587,4.10017,2.89200
1622.616,8.27694,3.56949,3.86282
1622.695,8.02905,3.03898,4.74018
1622.769,7.80114,2.58405,5.35120
1622.847,8.04569,2.19975,5.15736
1622.926,8.65761,1.73783,4.26568
1623.007,8.31195,1.54234,4.97021
1623.090,8.24560,1.67074,5.03877
1623.172,8.13415,2.22146,5.00711
1623.244,8.10803,2.91325,4.68435
1623.323,7.71258,3.50417,4.94037
1623.405,7.61188,3.72423,4.93557
1623.483,7.31577,3.06550,5.76651
1623.567,6.77575,1.91764,6.82512
1623.641,7.55662,0.07695,6.24996
1623.742,7.63439,-0.47376,6.13694
1623.807,7.36148,-0.64261,6.44718
1623.880,7.29337,-0.68315,6.52000
1623.959,7.17089,-0.17562,6.68714
1624.040,7.44421,-0.27063,6.37816
1624.117,7.29393,-0.10738,6.55419
1624.200,7.29926,-0.34640,6.53997
1624.276,7.55015,-0.88890,6.19480
1624.355,7.91826,-1.70067,5.52985
1624.436,7.90376,-1.95638,5.46567
1624.514,7.99285,-1.06976,5.58035
1624.594,8.10741,-0.95010,5.43486
1624.678,8.17015,-0.95876,5.33852
1624.752,8.27750,-1.13600,5.13448
1624.842,8.25005,-1.39869,5.11378
1624.916,8.05014,-1.04839,5.50150
1624.991,7.94727,-1.00893,5.65627
1625.083,8.03370,-1.23585,5.48659
1625.150,8.01590,-1.22370,5.51528
1625.229,8.20152,-1.13735,5.25471
1625.308,8.41558,-1.29167,4.86621
1625.388,8.46316,-1.10171,4.83027
1625.470,8.35514,-1.28402,4.97125
1625.548,8.32484,-1.24323,5.03208
1625.632,8.35493,-1.50968,4.90779
1625.705,8.46154,-1.51227,4.72079
1625.784,8.64076,-1.52427,4.37998
1625.872,8.56302,-1.07137,4.65802
1625.947,8.56902,-1.31312,4.58454
1626.023,8.75636,-1.93793,3.96749
1626.116,8.83781,-2.08830,3.70170
1626.181,8.63368,-2.06762,4.16592
1626.262,8.68003,-2.28139,3.95256
1626.340,8.66738,-2.09126,4.08333
1626.419,8.62129,-2.06702,4.19180
1626.500,8.65559,-2.31850,3.98442
1626.578,8.62921,-2.28607,4.05967
1626.659,8.61323,-2.35385,4.05488
1626.737,8.63082,-2.34696,4.02134
1626.817,8.63623,-2.34066,4.01340
1626.898,8.61624,-2.36208,4.04369
1626.982,8.58958,-2.38255,4.08814
1627.055,8.56795,-2.49662,4.06541
1627.160,8.54713,-2.66511,4.00177
1627.219,8.60794,-2.96928,3.64104
1627.295,8.83887,-3.52738,2.36692
1627.379,8.76732,-3.93294,1.95868
1627.453,8.63165,-4.29318,1.79826
1627.542,8.49061,-4.65748,1.54524
1627.612,8.36676,-4.90959,1.43651
1627.697,8.15324,-5.32198,1.17117
1627.770,7.98455,-5.50068,1.46968
1627.849,7.81712,-5.65479,1.75683
1627.935,7.90774,-5.50803,1.81647
1628.005,8.06538,-5.34470,1.59820
1628.083,8.32997,-4.80892,1.91215
1628.167,8.57733,-4.43233,1.71883
1628.244,8.68680,-4.33235,1.39309
1628.322,8.78701,-4.23588,1.00809
1628.401,8.93837,-3.93004,0.91148
1628.481,9.08000,-3.56871,0.99412
1628.561,9.20504,-3.11405,1.31923
1628.639,9.24315,-2.90780,1.50974
1628.725,8.97404,-3.22540,2.28775
1628.798,8.52823,-3.91814,2.84393
1628.878,8.24282,-4.95622,1.91367
1628.965,8.30025,-4.73857,2.19594
1629.041,8.39654,-4.14457,2.91394
1629.124,8.49009,-3.68414,3.24282
1629.195,8.45626,-3.19254,3.80391
1629.275,8.49100,-2.72320,4.08135
1629.359,8.66339,-2.79850,3.64478
1629.433,8.82080,-2.53838,3.45261
1629.513,8.94461,-2.31199,3.28922
1629.594,8.96800,-2.25318,3.26627
1629.677,9.00752,-2.50865,2.95662
1629.752,8.94803,-2.68668,2.98074
1629.833,8.93518,-2.67413,3.03019
1629.912,8.86478,-2.61139,3.28127
1629.990,8.88787,-2.70269,3.14192
1630.072,8.87504,-2.58610,3.27355
1630.164,9.04055,-2.67358,2.70016
1630.234,9.09510,-2.65414,2.53083
1630.313,9.14216,-2.94718,1.97622
1630.389,9.06540,-3.23506,1.87704
1630.466,8.97033,-3.48660,1.88339
1630.554,8.84284,-3.54332,2.32798
1630.629,8.73701,-3.39103,2.88722
1630.704,8.80170,-2.98541,3.12855
1630.872,8.81887,-2.89087,3.16872
1630.947,8.75430,-2.96572,3.27675
1631.033,8.74375,-3.18238,3.09673
1631.109,8.71006,-3.33670,3.02848
1631.186,8.66748,-3.39220,3.08838
1631.266,8.64932,-3.53745,2.97424
1631.358,8.67544,-3.63325,2.77607
1631.424,8.92971,-2.96977,2.75882
1631.505,9.22781,-2.43132,2.25980
1631.592,9.37963,-1.70013,2.30270
1631.669,9.46917,-1.28467,2.20337
1631.742,9.51349,-1.11828,2.10079
1631.821,9.49513,-1.11839,2.18223
1631.898,9.39509,-1.46383,2.39998
1631.987,9.25455,-1.76383,2.72260
1632.056,9.09920,-1.71966,3.22766
1632.142,9.05299,-1.85679,3.28119
1632.215,8.95639,-2.25709,3.29531
1632.300,8.90544,-2.58665,3.18947
1632.384,8.84190,-2.86526,3.12754
1632.454,8.79025,-2.93764,3.20503
1632.538,8.79655,-2.72471,3.37151
1632.612,8.80788,-2.52352,3.49621
1632.695,8.89770,-2.40769,3.34728
1632.773,8.98182,-2.32444,3.17714
1632.851,9.06396,-2.31359,2.94318
1632.930,9.06607,-2.35886,2.90045
1633.009,9.04950,-2.47906,2.85153
1633.088,8.96918,-2.55782,3.03013
1633.173,8.87804,-2.60922,3.24697
