time,X_value,Y_value,Z_value
1626.023,2.13820,-1.04967,5.30674
1626.116,-0.74419,0.58116,0.60382
1626.181,-1.55549,0.86547,-0.48676
1626.262,3.13039,-1.45370,3.17667
1626.340,-2.92736,-0.63621,0.28358
1626.419,-0.39343,-0.68276,-1.68394
1626.500,1.87115,-0.14443,0.72020
1626.578,-0.50392,0.14232,-1.00959
1626.659,0.21181,-0.08569,0.68466
1626.737,-0.12622,-0.14347,0.26128
1626.817,-0.19432,-0.00144,0.13706
1626.898,-0.02272,0.02612,0.47256
1626.982,-0.42652,0.00736,-0.15621
1627.055,-0.49471,0.37085,0.10278
1627.160,-1.02462,0.55142,0.68004
1627.219,-2.20942,0.53836,1.52124
1627.295,0.75399,1.20897,1.62656
1627.379,0.10432,1.02474,0.46524
1627.453,0.53954,-0.76925,-0.17321
1627.542,1.72949,-0.90954,-2.70828
1627.612,-0.56316,-1.50591,-0.67494
1627.697,-0.43007,-0.86730,-0.99680
1627.770,-0.13517,-1.49978,-1.34657
1627.849,0.04262,-1.11454,-0.12365
1627.935,1.01228,2.43808,-4.62982
1628.005,2.76769,-2.81673,1.87684
1628.083,-2.28774,-1.49642,2.06918
1628.167,-1.99088,-0.49309,-1.26684
1628.244,0.21061,-0.80857,-1.44824
1628.322,0.41552,-0.96101,1.16658
1628.401,-1.16166,-1.43101,0.79682
1628.481,0.24297,-2.08782,-1.31164
1628.561,-1.43654,-2.01923,-2.00183
1628.639,-3.34241,-0.73186,3.31074
1628.725,-3.42151,-0.34191,0.96502
1628.798,0.20752,-0.65260,4.19506
1628.878,7.83666,3.08323,9.98938
1628.965,-1.10187,4.41080,3.40618
1629.041,-2.43268,3.20955,1.34351
1629.124,0.20867,0.18317,1.70537
1629.195,3.15093,-2.62113,-0.84313
1629.275,2.27236,-2.95204,-5.09960
1629.359,-0.04616,-1.29758,-1.12216
1629.433,-1.32806,-1.49596,0.21192
1629.513,-4.24202,0.19376,1.69190
1629.594,-3.63774,1.29395,1.11906
1629.677,-0.43907,0.85509,3.24022
1629.752,0.49801,1.40767,1.12401
1629.833,1.24982,0.64305,0.96023
1629.912,0.34110,0.05921,1.49347
1629.990,0.84544,-0.46473,4.01199
